state,district,month,bio_age_5_17,bio_age_17_plus,total_bio_updates,child_to_adult_ratio,child_bio_share,Bio_Stress_Index,LOW_CHILD_COMPLIANCE,INFRA_STRESS,ADULT_SPIKE,CATCH_UP_SPIKE,child_change,adult_change,FUTURE_SURGE_RISK
Assam,Bongaigaon,2025-06,1466,1039,2505,1.4109720885466794,0.5852295409181637,0.7978502567358825,0,0,0,0,-893.0,93.0,0
Assam,Bongaigaon,2025-07,1549,1261,2810,1.2283901665344965,0.5512455516014235,0.8949937011687944,0,0,0,0,83.0,222.0,0
Assam,Bongaigaon,2025-09,1938,772,2710,2.510362694300518,0.7151291512915129,0.8631433915186594,0,0,0,0,389.0,-489.0,1
Assam,Bongaigaon,2025-10,4038,2546,6584,1.5860172820109977,0.6133049817739976,2.0970243873648906,0,1,1,0,2100.0,1774.0,0
Assam,Bongaigaon,2025-11,3207,1380,4587,2.3239130434782607,0.6991497710922171,1.460973703651694,0,0,0,0,-831.0,-1166.0,0
Assam,Bongaigaon,2025-12,2553,1726,4279,1.4791425260718425,0.5966347277401262,1.362874749929278,0,0,0,0,-654.0,346.0,0
Assam,Cachar,2025-03,1988,2199,4187,0.9040472942246476,0.4748029615476475,1.3335724650511538,1,0,0,0,,,0
Assam,Cachar,2025-04,9483,2866,12349,3.3087927424982557,0.7679164304802009,3.933194738695175,0,1,0,0,7495.0,667.0,0
Assam,Cachar,2025-05,4128,2066,6194,1.9980638915779283,0.6664514045850823,1.972808179729364,0,1,0,0,-5355.0,-800.0,0
Assam,Cachar,2025-06,2385,2077,4462,1.1482908040442947,0.5345136709995517,1.421160816589025,0,0,0,0,-1743.0,11.0,0
Assam,Cachar,2025-07,4048,3312,7360,1.2222222222222223,0.55,2.3441827902499384,0,1,0,0,1663.0,1235.0,0
Assam,Cachar,2025-09,5501,2305,7806,2.3865509761388286,0.704714322316167,2.4862351712895405,0,1,0,0,1453.0,-1007.0,1
Assam,Cachar,2025-10,4234,3870,8104,1.0940568475452197,0.5224580454096742,2.581149094046943,0,1,0,0,-1267.0,1565.0,0
Assam,Cachar,2025-11,3629,2069,5698,1.7539874335427743,0.6368901368901368,1.8148306438646944,0,1,0,0,-605.0,-1801.0,0
Assam,Cachar,2025-12,6771,3214,9985,2.1067205973864342,0.6781171757636455,3.1802534185659828,0,1,0,0,3142.0,1145.0,0
Assam,Charaideo,2025-03,415,202,617,2.0544554455445545,0.6726094003241491,0.1965164105413331,0,0,0,0,,,0
Assam,Charaideo,2025-04,385,166,551,2.319277108433735,0.6987295825771325,0.175495206172244,0,0,0,0,-30.0,-36.0,0
Assam,Charaideo,2025-05,384,209,593,1.8373205741626797,0.6475548060708263,0.1888723362253007,0,0,0,0,-1.0,43.0,0
Assam,Charaideo,2025-06,739,258,997,2.864341085271318,0.7412236710130391,0.3175475872118463,0,0,0,0,355.0,49.0,0
Assam,Charaideo,2025-07,1090,299,1389,3.645484949832776,0.7847372210223182,0.4424008010403756,0,0,0,0,351.0,41.0,0
Assam,Charaideo,2025-09,1400,222,1622,6.306306306306307,0.8631319358816276,0.5166120225251902,0,0,0,0,310.0,-77.0,1
Assam,Charaideo,2025-10,548,343,891,1.597667638483965,0.6150392817059483,0.2837862589827031,0,0,0,0,-852.0,121.0,0
Assam,Charaideo,2025-11,594,206,800,2.883495145631068,0.7425,0.2548024772010802,0,0,0,0,46.0,-137.0,1
Assam,Charaideo,2025-12,541,292,833,1.8527397260273968,0.6494597839135654,0.2653130793856248,0,0,0,0,-53.0,86.0,0
Assam,Chirang,2025-03,1611,679,2290,2.3726067746686303,0.7034934497816594,0.7293720909880922,0,0,0,0,,,0
Assam,Chirang,2025-04,2597,633,3230,4.102685624012638,0.8040247678018576,1.0287650016993617,0,0,0,0,986.0,-46.0,1
Assam,Chirang,2025-05,1240,685,1925,1.8102189781021896,0.6441558441558441,0.6131184607650993,0,0,0,0,-1357.0,52.0,0
Assam,Chirang,2025-06,2909,799,3708,3.640801001251565,0.7845199568500539,1.181009481827007,0,0,0,0,1669.0,114.0,0
Assam,Chirang,2025-07,1496,766,2262,1.9530026109660572,0.6613616268788682,0.7204540042860544,0,0,0,0,-1413.0,-33.0,0
Assam,Chirang,2025-09,639,487,1126,1.3121149897330595,0.5674955595026643,0.3586344866605204,0,0,0,0,-857.0,-279.0,0
Assam,Chirang,2025-10,2070,2074,4144,0.9980713596914176,0.4995173745173745,1.3198768319015957,1,0,1,1,1431.0,1587.0,0
Assam,Chirang,2025-11,2961,977,3938,3.030706243602866,0.7519045200609447,1.2542651940223175,0,0,0,0,891.0,-1097.0,1
Assam,Chirang,2025-12,2555,1909,4464,1.3383970665269775,0.5723566308243727,1.4217978227820278,0,0,1,0,-406.0,932.0,0
Assam,Darrang,2025-03,663,942,1605,0.7038216560509554,0.4130841121495327,0.5111974698846673,1,0,0,0,,,0
Assam,Darrang,2025-04,3709,1180,4889,3.143220338983051,0.7586418490488852,1.5571616387951015,0,1,0,0,3046.0,238.0,0
Assam,Darrang,2025-05,1534,785,2319,1.954140127388535,0.6614920224234584,0.7386086807866313,0,0,0,0,-2175.0,-395.0,0
Assam,Darrang,2025-06,1105,1010,2115,1.094059405940594,0.5224586288416075,0.673634049100356,0,0,0,0,-429.0,225.0,0
Assam,Darrang,2025-07,1682,1168,2850,1.4400684931506849,0.5901754385964912,0.9077338250288484,0,0,0,0,577.0,158.0,0
Assam,Darrang,2025-09,1772,735,2507,2.410884353741497,0.7068209014758676,0.7984872629288853,0,0,0,0,90.0,-433.0,1
Assam,Darrang,2025-10,1420,1646,3066,0.8626974483596598,0.4631441617742987,0.97653049387314,1,0,0,0,-352.0,911.0,0
Assam,Darrang,2025-11,1789,998,2787,1.7925851703406814,0.6419088625762469,0.8876681299492634,0,0,0,0,369.0,-648.0,1
Assam,Darrang,2025-12,2566,1561,4127,1.643818065342729,0.6217591470802035,1.3144622792610727,0,0,0,0,777.0,563.0,0
Assam,Dhemaji,2025-03,1622,834,2456,1.94484412470024,0.6604234527687296,0.7822436050073164,0,0,0,0,,,0
Assam,Dhemaji,2025-04,1532,642,2174,2.3862928348909658,0.7046918123275069,0.6924257317939356,0,0,0,0,-90.0,-192.0,0
Assam,Dhemaji,2025-05,1031,682,1713,1.5117302052785924,0.6018680677174547,0.5455958043068131,0,0,0,0,-501.0,40.0,0
Assam,Dhemaji,2025-06,779,658,1437,1.1838905775075987,0.5421016005567154,0.4576889496724404,0,0,0,0,-252.0,-24.0,0
Assam,Dhemaji,2025-07,1187,908,2095,1.3072687224669604,0.5665871121718377,0.6672639871703289,0,0,0,0,408.0,250.0,0
Assam,Dhemaji,2025-09,2033,532,2565,3.821428571428572,0.7925925925925926,0.8169604425259636,0,0,0,0,846.0,-376.0,1
Assam,Dhemaji,2025-10,1034,2110,3144,0.4900473933649289,0.3288804071246819,1.0013737354002454,1,0,1,1,-999.0,1578.0,0
Assam,Dhemaji,2025-11,1266,711,1977,1.780590717299578,0.6403641881638846,0.6296806217831695,0,0,0,0,232.0,-1399.0,1
Assam,Dhemaji,2025-12,2010,1159,3169,1.734253666954271,0.6342694856421585,1.0093363128127792,0,0,0,0,744.0,448.0,0
Assam,Dhubri,2025-03,6765,1655,8420,4.087613293051359,0.8034441805225653,2.6817960725413696,0,1,0,0,,,0
Assam,Dhubri,2025-04,9246,1767,11013,5.232597623089983,0.8395532552438028,3.507674601769371,0,1,0,0,2481.0,112.0,0
Assam,Dhubri,2025-05,2715,1222,3937,2.2217675941080195,0.6896113792227584,1.253946690925816,0,0,0,0,-6531.0,-545.0,0
Assam,Dhubri,2025-06,2047,1607,3654,1.2738021157436217,0.560207991242474,1.163810314615934,0,0,0,0,-668.0,385.0,0
Assam,Dhubri,2025-07,3790,2218,6008,1.708746618575293,0.6308255659121171,1.913566603780113,0,1,0,0,1743.0,611.0,0
Assam,Dhubri,2025-09,3958,1337,5295,2.960359012715034,0.7474976392823418,1.68647389597465,0,1,0,0,168.0,-881.0,1
Assam,Dhubri,2025-10,2540,4306,6846,0.5898745935903391,0.3710195734735612,2.1804721986482445,1,1,1,1,-1418.0,2969.0,0
Assam,Dhubri,2025-11,3503,1830,5333,1.914207650273224,0.6568535533470842,1.698577013641701,0,1,0,0,963.0,-2476.0,1
Assam,Dhubri,2025-12,5809,3160,8969,1.8382911392405064,0.6476753261233137,2.8566542725206108,0,1,0,0,2306.0,1330.0,0
Assam,Dibrugarh,2025-03,1444,2315,3759,0.6237580993520518,0.3841447193402501,1.197253139748576,1,0,1,1,,,0
Assam,Dibrugarh,2025-04,2860,2275,5135,1.2571428571428571,0.5569620253164557,1.6355134005344338,0,1,1,0,1416.0,-40.0,1
Assam,Dibrugarh,2025-05,1337,1609,2946,0.8309509011808577,0.4538357094365241,0.938310122292978,1,0,0,0,-1523.0,-666.0,0
Assam,Dibrugarh,2025-06,1441,1138,2579,1.266256590509666,0.5587436991081814,0.8214194858769824,0,0,0,0,104.0,-471.0,1
Assam,Dibrugarh,2025-07,2277,1507,3784,1.510948905109489,0.6017441860465116,1.2052157171611095,0,0,0,0,836.0,369.0,0
Assam,Dibrugarh,2025-09,1789,868,2657,2.061059907834101,0.6733157696650357,0.8462627274040878,0,0,0,0,-488.0,-639.0,0
Assam,Dibrugarh,2025-10,776,734,1510,1.0572207084468666,0.5139072847682119,0.480939675717039,1,0,0,0,-1013.0,-134.0,0
Assam,Dibrugarh,2025-11,1584,696,2280,2.2758620689655173,0.6947368421052632,0.7261870600230788,0,0,0,0,808.0,-38.0,1
Assam,Dibrugarh,2025-12,1462,623,2085,2.346709470304976,0.701199040767386,0.6640789562053154,0,0,0,0,-122.0,-73.0,0
Assam,Dima Hasao,2025-09,1,2,3,0.5,0.3333333333333333,0.00095550928950405,1,0,0,0,,,0
Assam,Dima Hasao,2025-10,2,3,5,0.6666666666666666,0.4,0.00159251548250675,1,0,0,0,1.0,1.0,0
Assam,Dima Hasao,2025-11,3,4,7,0.75,0.4285714285714285,0.00222952167550945,1,0,0,0,1.0,1.0,0
Assam,Dima Hasao,2025-12,5,5,10,1.0,0.5,0.0031850309650135,1,0,0,0,2.0,1.0,0
Assam,Goalpara,2025-03,715,734,1449,0.9741144414168936,0.4934437543133195,0.4615109868304566,1,0,0,0,,,0
Assam,Goalpara,2025-04,2740,746,3486,3.672922252010724,0.7860011474469306,1.1103017944037072,0,0,0,0,2025.0,12.0,0
Assam,Goalpara,2025-05,1264,658,1922,1.9209726443769,0.6576482830385015,0.6121629514755953,0,0,0,0,-1476.0,-88.0,0
Assam,Goalpara,2025-06,953,949,1902,1.0042149631190729,0.5010515247108307,0.6057928895455683,1,0,0,0,-311.0,291.0,0
Assam,Goalpara,2025-07,1551,1115,2666,1.3910313901345293,0.5817704426106527,0.8491292552726,0,0,0,0,598.0,166.0,0
Assam,Goalpara,2025-09,1668,823,2491,2.0267314702308625,0.6696105981533521,0.7933912133848636,0,0,0,0,117.0,-292.0,1
Assam,Goalpara,2025-10,2492,2277,4769,1.0944224857268336,0.5225414132941917,1.5189412672149396,0,1,1,0,824.0,1454.0,0
Assam,Goalpara,2025-11,2397,1146,3543,2.0916230366492146,0.676545300592718,1.128456470904284,0,0,0,0,-95.0,-1131.0,0
Assam,Goalpara,2025-12,3241,2155,5396,1.5039443155452437,0.6006300963676797,1.7186427087212863,0,1,1,0,844.0,1009.0,0
Assam,Golaghat,2025-03,704,704,1408,1.0,0.5,0.4484523598739012,1,0,0,0,,,0
Assam,Golaghat,2025-04,1210,763,1973,1.5858453473132372,0.6132792701469842,0.6284066093971642,0,0,0,0,506.0,59.0,0
Assam,Golaghat,2025-05,808,785,1593,1.0292993630573248,0.5072190834902699,0.5073754327266511,1,0,0,0,-402.0,22.0,0
Assam,Golaghat,2025-06,860,774,1634,1.1111111111111112,0.5263157894736842,0.5204340596832064,0,0,0,0,52.0,-11.0,1
Assam,Golaghat,2025-07,1256,936,2192,1.3418803418803418,0.572992700729927,0.69815878753096,0,0,0,0,396.0,162.0,0
Assam,Golaghat,2025-09,1459,651,2110,2.241167434715822,0.6914691943127962,0.6720415336178491,0,0,0,0,203.0,-285.0,1
Assam,Golaghat,2025-10,1089,1290,2379,0.8441860465116279,0.4577553593947036,0.7577188665767124,1,0,0,0,-370.0,639.0,0
Assam,Golaghat,2025-11,2247,901,3148,2.4938956714761376,0.7137865311308768,1.0026477477862508,0,0,0,0,1158.0,-389.0,1
Assam,Golaghat,2025-12,2736,981,3717,2.788990825688073,0.7360774818401937,1.1838760096955192,0,0,0,0,489.0,80.0,0
Assam,Hailakandi,2025-03,355,439,794,0.8086560364464692,0.4471032745591939,0.2528914586220721,1,0,0,0,,,0
Assam,Hailakandi,2025-04,1165,482,1647,2.41701244813278,0.7073466909532483,0.5245745999377239,0,0,0,0,810.0,43.0,0
Assam,Hailakandi,2025-05,650,464,1114,1.4008620689655171,0.5834829443447038,0.3548124495025042,0,0,0,0,-515.0,-18.0,0
Assam,Hailakandi,2025-06,2335,708,3043,3.2980225988700567,0.767334866907657,0.969204922653609,0,0,0,0,1685.0,244.0,0
Assam,Hailakandi,2025-07,2935,923,3858,3.179848320693391,0.7607568688439607,1.2287849463022096,0,0,0,0,600.0,215.0,0
Assam,Hailakandi,2025-09,1861,596,2457,3.12248322147651,0.7574277574277575,0.7825621081038178,0,0,0,0,-1074.0,-327.0,0
Assam,Hailakandi,2025-10,742,1513,2255,0.4904163912756114,0.3290465631929046,0.718224482610545,1,0,1,1,-1119.0,917.0,0
Assam,Hailakandi,2025-11,1344,690,2034,1.9478260869565216,0.6607669616519174,0.6478352982837465,0,0,0,0,602.0,-823.0,1
Assam,Hailakandi,2025-12,2814,1107,3921,2.5420054200542004,0.7176740627390972,1.2488506413817946,0,0,0,0,1470.0,417.0,0
Assam,Hojai,2025-03,1585,1239,2824,1.2792574656981437,0.5612606232294618,0.8994527445198133,0,0,0,0,,,0
Assam,Hojai,2025-04,2871,1358,4229,2.114138438880707,0.678883896902341,1.3469495951042103,0,0,0,0,1286.0,119.0,0
Assam,Hojai,2025-05,1005,1076,2081,0.9340148698884758,0.4829408938010572,0.66280494381931,1,0,0,0,-1866.0,-282.0,0
Assam,Hojai,2025-06,789,1082,1871,0.7292051756007394,0.4216996258685195,0.5959192935540264,1,0,0,0,-216.0,6.0,0
Assam,Hojai,2025-07,1305,1595,2900,0.8181818181818182,0.45,0.923658979853916,1,0,0,0,516.0,513.0,0
Assam,Hojai,2025-09,1711,1339,3050,1.2778192681105305,0.560983606557377,0.9714344443291184,0,0,0,0,406.0,-256.0,1
Assam,Hojai,2025-10,1503,2652,4155,0.5667420814479638,0.3617328519855595,1.3233803659631105,1,0,1,1,-208.0,1313.0,0
Assam,Hojai,2025-11,1818,1382,3200,1.3154848046309695,0.568125,1.019209908804321,0,0,0,0,315.0,-1270.0,1
Assam,Hojai,2025-12,2684,2008,4692,1.3366533864541832,0.5720375106564365,1.4944165287843356,0,0,0,0,866.0,626.0,0
Assam,Jorhat,2025-03,867,571,1438,1.518388791593695,0.6029207232267038,0.4580074527689418,0,0,0,0,,,0
Assam,Jorhat,2025-04,1052,436,1488,2.412844036697248,0.706989247311828,0.4739326075940093,0,0,0,0,185.0,-135.0,1
Assam,Jorhat,2025-05,712,555,1267,1.2828828828828829,0.5619573796369376,0.4035434232672109,0,0,0,0,-340.0,119.0,0
Assam,Jorhat,2025-06,553,518,1071,1.0675675675675675,0.5163398692810458,0.3411168163529461,0,0,0,0,-159.0,-37.0,0
Assam,Jorhat,2025-07,1322,678,2000,1.9498525073746316,0.661,0.6370061930027007,0,0,0,0,769.0,160.0,0
Assam,Jorhat,2025-09,1249,465,1714,2.686021505376344,0.7287047841306884,0.5459143074033145,0,0,0,0,-73.0,-213.0,0
Assam,Jorhat,2025-10,1622,1173,2795,1.382779198635976,0.5803220035778175,0.8902161547212741,0,0,1,0,373.0,708.0,0
Assam,Jorhat,2025-11,1910,559,2469,3.4168157423971377,0.7735925475901174,0.786384145261834,0,0,0,0,288.0,-614.0,1
Assam,Jorhat,2025-12,1417,620,2037,2.285483870967742,0.6956308296514482,0.6487908075732506,0,0,0,0,-493.0,61.0,0
Assam,Kamrup,2025-03,2602,1197,3799,2.173767752715121,0.6849170834430113,1.20999326360863,0,0,0,0,,,0
Assam,Kamrup,2025-04,8005,1226,9231,6.529363784665579,0.8671866536669917,2.9401020838039646,0,1,0,0,5403.0,29.0,0
Assam,Kamrup,2025-05,3553,1175,4728,3.0238297872340425,0.7514805414551607,1.5058826402583845,0,1,0,0,-4452.0,-51.0,0
Assam,Kamrup,2025-06,1688,1211,2899,1.393889347646573,0.5822697481890307,0.9233404767574146,0,0,0,0,-1865.0,36.0,0
Assam,Kamrup,2025-07,1819,1482,3301,1.227395411605938,0.5510451378370191,1.0513787215509574,0,0,0,0,131.0,271.0,0
Assam,Kamrup,2025-09,3981,1046,5027,3.805927342256214,0.7919236124925403,1.601115066112288,0,1,0,0,2162.0,-436.0,1
Assam,Kamrup,2025-10,2333,2603,4936,0.8962735305416827,0.4726499189627228,1.5721312843306652,1,1,1,1,-1648.0,1557.0,0
Assam,Kamrup,2025-11,2669,1302,3971,2.0499231950844856,0.6721228909594561,1.2647757962068622,0,0,0,0,336.0,-1301.0,1
Assam,Kamrup,2025-12,3406,1954,5360,1.7430910951893552,0.6354477611940299,1.7071765972472377,0,1,0,0,737.0,652.0,0
Assam,Kamrup Metro,2025-03,1936,1525,3461,1.2695081967213115,0.5593759029182317,1.1023392169911734,0,0,0,0,,,0
Assam,Kamrup Metro,2025-04,2881,1492,4373,1.9309651474530831,0.6588154584953121,1.3928140410004048,0,0,0,0,945.0,-33.0,1
Assam,Kamrup Metro,2025-05,1697,1412,3109,1.201841359773371,0.5458346735284657,0.9902261270226982,0,0,0,0,-1184.0,-80.0,0
Assam,Kamrup Metro,2025-06,977,1161,2138,0.8415159345391904,0.4569691300280636,0.680959620319887,1,0,0,0,-720.0,-251.0,0
Assam,Kamrup Metro,2025-07,1503,1727,3230,0.8702953097857556,0.4653250773993808,1.0287650016993617,1,0,0,0,526.0,566.0,0
Assam,Kamrup Metro,2025-09,1648,1195,2843,1.3790794979079497,0.5796693633485754,0.905504303353339,0,0,0,0,145.0,-532.0,1
Assam,Kamrup Metro,2025-10,1090,1026,2116,1.0623781676413255,0.5151228733459358,0.6739525521968572,0,0,0,0,-558.0,-169.0,0
Assam,Kamrup Metro,2025-11,1494,1181,2675,1.265029635901778,0.5585046728971963,0.8519957831411121,0,0,0,0,404.0,155.0,0
Assam,Kamrup Metro,2025-12,1358,1459,2817,0.9307745030843044,0.4820731274405396,0.8972232228443039,1,0,0,0,-136.0,278.0,0
Assam,Karbi Anglong,2025-03,1984,1047,3031,1.8949379178605537,0.6545694490267239,0.9653828854955928,0,0,0,0,,,0
Assam,Karbi Anglong,2025-04,2984,1071,4055,2.7861811391223155,0.7358816276202219,1.2915300563129757,0,0,0,0,1000.0,24.0,0
Assam,Karbi Anglong,2025-05,2525,968,3493,2.6084710743801653,0.7228743200687089,1.1125313160792167,0,0,0,0,-459.0,-103.0,0
Assam,Karbi Anglong,2025-06,1265,854,2119,1.481264637002342,0.5969797074091553,0.6749080614863613,0,0,0,0,-1260.0,-114.0,0
Assam,Karbi Anglong,2025-07,1175,1471,2646,0.7987763426240653,0.4440665154950869,0.842759193342573,1,0,0,0,-90.0,617.0,0
Assam,Karbi Anglong,2025-09,1849,1335,3184,1.3850187265917604,0.5807160804020101,1.0141138592602994,0,0,0,0,674.0,-136.0,1
Assam,Karbi Anglong,2025-10,2438,1987,4425,1.226975339708103,0.5509604519774012,1.4093762020184752,0,0,0,0,589.0,652.0,0
Assam,Karbi Anglong,2025-11,7545,1850,9395,4.078378378378378,0.8030867482703565,2.992336591630186,0,1,0,0,5107.0,-137.0,1
Assam,Karbi Anglong,2025-12,3742,3116,6858,1.2008985879332477,0.5456401283172937,2.1842942358062603,0,1,1,0,-3803.0,1266.0,0
Assam,Karimganj,2025-03,963,859,1822,1.121071012805588,0.5285400658616904,0.5803126418254603,0,0,0,0,,,0
Assam,Karimganj,2025-04,2550,934,3484,2.7301927194860816,0.7319173363949484,1.1096647882107045,0,0,0,0,1587.0,75.0,0
Assam,Karimganj,2025-05,1373,809,2182,1.6971569839307787,0.6292392300641613,0.6949737565659464,0,0,0,0,-1177.0,-125.0,0
Assam,Karimganj,2025-06,1136,1034,2170,1.0986460348162477,0.5235023041474655,0.6911517194079302,0,0,0,0,-237.0,225.0,0
Assam,Karimganj,2025-07,1680,1224,2904,1.3725490196078431,0.5785123966942148,0.9249329922399212,0,0,0,0,544.0,190.0,0
Assam,Karimganj,2025-09,2638,970,3608,2.7195876288659795,0.7311529933481153,1.149159172176872,0,0,0,0,958.0,-254.0,1
Assam,Karimganj,2025-10,2065,2308,4373,0.8947140381282496,0.4722158701120512,1.3928140410004048,1,0,1,1,-573.0,1338.0,0
Assam,Karimganj,2025-11,3853,1132,4985,3.4037102473498235,0.7729187562688065,1.5877379360592314,0,1,0,0,1788.0,-1176.0,1
Assam,Karimganj,2025-12,7974,2144,10118,3.719216417910448,0.7881004151017987,3.2226143304006625,0,1,1,0,4121.0,1012.0,0
Assam,Kokrajhar,2025-03,3407,873,4280,3.9026345933562423,0.7960280373831776,1.363193253025779,0,0,0,0,,,0
Assam,Kokrajhar,2025-04,4750,1068,5818,4.447565543071161,0.8164317634926092,1.853051015444856,0,1,0,0,1343.0,195.0,0
Assam,Kokrajhar,2025-05,1955,950,2905,2.057894736842105,0.6729776247848537,0.9252514953364228,0,0,0,0,-2795.0,-118.0,0
Assam,Kokrajhar,2025-06,1208,1002,2210,1.2055888223552895,0.5466063348416289,0.7038918432679842,0,0,0,0,-747.0,52.0,0
Assam,Kokrajhar,2025-07,1360,1026,2386,1.3255360623781676,0.5699916177703269,0.7599483882522219,0,0,0,0,152.0,24.0,0
Assam,Kokrajhar,2025-09,972,471,1443,2.063694267515924,0.6735966735966736,0.4595999682514485,0,0,0,0,-388.0,-555.0,0
Assam,Kokrajhar,2025-10,1247,2626,3873,0.4748667174409748,0.3219726310353731,1.2335624927497295,1,0,1,1,275.0,2155.0,0
Assam,Kokrajhar,2025-11,1543,907,2450,1.701212789415656,0.6297959183673469,0.7803325864283083,0,0,0,0,296.0,-1719.0,1
Assam,Kokrajhar,2025-12,1858,1636,3494,1.1356968215158925,0.5317687464224384,1.112849819175718,0,0,0,0,315.0,729.0,0
Assam,Lakhimpur,2025-03,1470,1353,2823,1.0864745011086474,0.5207226354941552,0.899134241423312,0,0,0,0,,,0
Assam,Lakhimpur,2025-04,3081,896,3977,3.438616071428572,0.774704551169223,1.2666868147858703,0,0,0,0,1611.0,-457.0,1
Assam,Lakhimpur,2025-05,1517,969,2486,1.565531475748194,0.6102172164119066,0.7917986979023569,0,0,0,0,-1564.0,73.0,0
Assam,Lakhimpur,2025-06,791,787,1578,1.005082592121982,0.5012674271229405,0.5025978862791308,1,0,0,0,-726.0,-182.0,0
Assam,Lakhimpur,2025-07,1306,1257,2563,1.0389817024661894,0.5095591104174795,0.8163234363329609,1,0,0,0,515.0,470.0,0
Assam,Lakhimpur,2025-09,1995,1038,3033,1.9219653179190752,0.6577645895153313,0.9660198916885956,0,0,0,0,689.0,-219.0,1
Assam,Lakhimpur,2025-10,1055,3140,4195,0.3359872611464968,0.2514898688915375,1.336120489823165,1,0,1,1,-940.0,2102.0,0
Assam,Lakhimpur,2025-11,1825,1449,3274,1.2594893029675638,0.5574221136224802,1.042779137945421,0,0,0,0,770.0,-1691.0,1
Assam,Lakhimpur,2025-12,4149,1694,5843,2.449232585596222,0.710080438131097,1.8610135928573897,0,1,0,0,2324.0,245.0,0
Assam,Majuli,2025-03,343,101,444,3.396039603960396,0.7725225225225225,0.1414153748465995,0,0,0,0,,,0
Assam,Majuli,2025-04,461,75,536,6.1466666666666665,0.8600746268656716,0.1707176597247237,0,0,0,0,118.0,-26.0,1
Assam,Majuli,2025-05,296,115,411,2.5739130434782607,0.7201946472019465,0.1309047726620549,0,0,0,0,-165.0,40.0,0
Assam,Majuli,2025-06,116,90,206,1.288888888888889,0.5631067961165048,0.0656116378792781,0,0,0,0,-180.0,-25.0,0
Assam,Majuli,2025-07,206,268,474,0.7686567164179104,0.4345991561181435,0.15097046774164,1,0,1,1,90.0,178.0,0
Assam,Majuli,2025-09,279,74,353,3.77027027027027,0.7903682719546742,0.1124315930649766,0,0,0,0,73.0,-194.0,1
Assam,Majuli,2025-10,95,317,412,0.2996845425867508,0.2305825242718446,0.1312232757585563,1,0,1,1,-184.0,243.0,0
Assam,Majuli,2025-11,144,72,216,2.0,0.6666666666666666,0.0687966688442916,0,0,0,0,49.0,-245.0,1
Assam,Majuli,2025-12,199,131,330,1.5190839694656488,0.603030303030303,0.1051060218454456,0,0,0,0,55.0,59.0,0
Assam,Marigaon,2025-03,2305,1218,3523,1.892446633825944,0.654271927334658,1.1220864089742573,0,0,0,0,,,0
Assam,Marigaon,2025-04,4983,1237,6220,4.028294260307195,0.8011254019292604,1.981089260238399,0,1,0,0,2678.0,19.0,0
Assam,Marigaon,2025-05,1477,923,2400,1.600216684723727,0.6154166666666666,0.7644074316032408,0,0,0,0,-3506.0,-314.0,0
Assam,Marigaon,2025-06,984,1203,2187,0.8179551122194514,0.4499314128943759,0.6965662720484531,1,0,0,0,-493.0,280.0,0
Assam,Marigaon,2025-07,1829,1676,3505,1.0912887828162292,0.5218259629101284,1.116353353237233,0,0,0,0,845.0,473.0,0
Assam,Marigaon,2025-09,2640,1266,3906,2.085308056872038,0.6758832565284179,1.2440730949342744,0,0,0,0,811.0,-410.0,1
Assam,Marigaon,2025-10,1247,3568,4815,0.3494955156950672,0.2589823468328141,1.5335924096540017,1,1,1,1,-1393.0,2302.0,0
Assam,Marigaon,2025-11,1509,1283,2792,1.176149649259548,0.5404727793696275,0.8892606454317701,0,0,0,0,262.0,-2285.0,1
