state,district,month,bio_age_5_17,bio_age_17_plus
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-10,1,4
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-11,5,17
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-12,10,27
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-09,1,9
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-10,0,1
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-11,10,6
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,2,4
Daman & Diu,Daman,2025-03,73,231
Daman & Diu,Daman,2025-04,63,109
Daman & Diu,Daman,2025-05,52,130
Daman & Diu,Daman,2025-06,31,105
Daman & Diu,Daman,2025-07,24,110
Daman & Diu,Daman,2025-09,38,86
Daman & Diu,Daman,2025-10,11,33
Daman & Diu,Daman,2025-11,33,83
Daman & Diu,Daman,2025-12,35,165
Daman & Diu,Diu,2025-03,15,48
Daman & Diu,Diu,2025-04,10,10
Daman & Diu,Diu,2025-05,34,86
Daman & Diu,Diu,2025-07,22,189
Daman & Diu,Diu,2025-09,11,51
Daman & Diu,Diu,2025-10,5,19
Daman & Diu,Diu,2025-11,64,51
Daman & Diu,Diu,2025-12,10,148
Daman and Diu,Daman,2025-03,329,237
Daman and Diu,Daman,2025-04,388,202
Daman and Diu,Daman,2025-05,265,192
Daman and Diu,Daman,2025-06,183,159
Daman and Diu,Daman,2025-07,235,202
Daman and Diu,Daman,2025-09,416,152
Daman and Diu,Daman,2025-10,108,99
Daman and Diu,Daman,2025-11,216,138
Daman and Diu,Daman,2025-12,271,241
Daman and Diu,Diu,2025-03,234,122
Daman and Diu,Diu,2025-04,295,85
Daman and Diu,Diu,2025-05,229,116
Daman and Diu,Diu,2025-06,126,117
Daman and Diu,Diu,2025-07,165,234
Daman and Diu,Diu,2025-09,120,60
Daman and Diu,Diu,2025-10,33,33
Daman and Diu,Diu,2025-11,463,56
Daman and Diu,Diu,2025-12,139,103
Delhi,Central Delhi,2025-03,2299,3805
Delhi,Central Delhi,2025-04,5261,5303
Delhi,Central Delhi,2025-05,3194,4521
Delhi,Central Delhi,2025-06,2464,3735
Delhi,Central Delhi,2025-07,2889,4606
Delhi,Central Delhi,2025-09,2025,2294
Delhi,Central Delhi,2025-10,1000,1339
Delhi,Central Delhi,2025-11,1918,2158
Delhi,Central Delhi,2025-12,2638,2611
Delhi,East Delhi,2025-03,4902,8233
Delhi,East Delhi,2025-04,12509,14044
Delhi,East Delhi,2025-05,7213,10678
Delhi,East Delhi,2025-06,4730,7727
Delhi,East Delhi,2025-07,6904,10187
Delhi,East Delhi,2025-09,5495,5279
Delhi,East Delhi,2025-10,2345,2751
Delhi,East Delhi,2025-11,4222,4701
Delhi,East Delhi,2025-12,5509,5376
Delhi,Najafgarh,2025-03,12,183
Delhi,Najafgarh,2025-04,10,209
Delhi,Najafgarh,2025-05,15,155
Delhi,Najafgarh,2025-09,3,87
Delhi,Najafgarh,2025-10,1,26
Delhi,Najafgarh,2025-11,4,51
Delhi,Najafgarh,2025-12,6,83
Delhi,New Delhi,2025-03,392,294
Delhi,New Delhi,2025-04,496,309
Delhi,New Delhi,2025-05,271,259
Delhi,New Delhi,2025-06,208,258
Delhi,New Delhi,2025-07,283,327
Delhi,New Delhi,2025-09,232,163
Delhi,New Delhi,2025-10,111,97
Delhi,New Delhi,2025-11,217,144
Delhi,New Delhi,2025-12,291,211
Delhi,North Delhi,2025-03,2600,4493
Delhi,North Delhi,2025-04,5334,5976
Delhi,North Delhi,2025-05,3388,5005
Delhi,North Delhi,2025-06,2509,4293
Delhi,North Delhi,2025-07,2959,5135
Delhi,North Delhi,2025-09,2672,2843
Delhi,North Delhi,2025-10,1007,1461
Delhi,North Delhi,2025-11,1625,2288
Delhi,North Delhi,2025-12,3548,3694
Delhi,North East,2025-03,238,4421
Delhi,North East,2025-04,587,11899
Delhi,North East,2025-05,351,7754
Delhi,North East,2025-06,190,4639
Delhi,North East,2025-07,293,5191
Delhi,North East,2025-09,231,2766
Delhi,North East,2025-10,74,1334
Delhi,North East,2025-11,167,2541
Delhi,North East,2025-12,262,3682
Delhi,North East Delhi,2025-03,7096,6613
Delhi,North East Delhi,2025-04,17188,11831
Delhi,North East Delhi,2025-05,11102,10130
Delhi,North East Delhi,2025-06,6423,7299
Delhi,North East Delhi,2025-07,9990,9580
Delhi,North East Delhi,2025-09,6990,5135
Delhi,North East Delhi,2025-10,2941,2915
Delhi,North East Delhi,2025-11,5404,4821
Delhi,North East Delhi,2025-12,10144,7494
Delhi,North West Delhi,2025-03,15709,29195
Delhi,North West Delhi,2025-04,27815,37256
Delhi,North West Delhi,2025-05,18087,28734
Delhi,North West Delhi,2025-06,12740,22377
Delhi,North West Delhi,2025-07,14960,25083
Delhi,North West Delhi,2025-09,12504,13440
Delhi,North West Delhi,2025-10,5754,7655
Delhi,North West Delhi,2025-11,9554,11471
Delhi,North West Delhi,2025-12,16452,16507
Delhi,Shahdara,2025-03,252,658
Delhi,Shahdara,2025-04,696,928
Delhi,Shahdara,2025-05,440,913
Delhi,Shahdara,2025-06,321,637
Delhi,Shahdara,2025-07,427,864
Delhi,Shahdara,2025-09,143,342
Delhi,Shahdara,2025-10,77,167
Delhi,Shahdara,2025-11,108,288
Delhi,Shahdara,2025-12,194,508
Delhi,South Delhi,2025-03,11377,16784
Delhi,South Delhi,2025-04,23647,29056
Delhi,South Delhi,2025-05,12807,18274
Delhi,South Delhi,2025-06,7921,12745
Delhi,South Delhi,2025-07,12664,18551
Delhi,South Delhi,2025-09,8175,8667
Delhi,South Delhi,2025-10,3641,4771
Delhi,South Delhi,2025-11,7314,8342
Delhi,South Delhi,2025-12,9115,9085
Delhi,South East Delhi,2025-03,19,40
Delhi,South East Delhi,2025-04,58,61
Delhi,South East Delhi,2025-05,35,47
Delhi,South East Delhi,2025-06,32,36
Delhi,South East Delhi,2025-07,53,65
Delhi,South East Delhi,2025-09,13,26
Delhi,South East Delhi,2025-10,5,16
Delhi,South East Delhi,2025-11,17,24
Delhi,South East Delhi,2025-12,7,28
Delhi,South West Delhi,2025-03,8641,11833
Delhi,South West Delhi,2025-04,13859,13828
Delhi,South West Delhi,2025-05,8454,10524
Delhi,South West Delhi,2025-06,6755,8938
Delhi,South West Delhi,2025-07,8167,10831
Delhi,South West Delhi,2025-09,6454,5396
Delhi,South West Delhi,2025-10,2492,3126
Delhi,South West Delhi,2025-11,4463,4591
Delhi,South West Delhi,2025-12,7273,5902
Delhi,West Delhi,2025-03,8635,15644
Delhi,West Delhi,2025-04,14572,21234
Delhi,West Delhi,2025-05,9666,15641
Delhi,West Delhi,2025-06,7059,12066
Delhi,West Delhi,2025-07,9017,13682
Delhi,West Delhi,2025-09,6682,7235
Delhi,West Delhi,2025-10,2626,3349
Delhi,West Delhi,2025-11,4856,5754
Delhi,West Delhi,2025-12,8051,7473
Goa,Bardez,2025-09,3,9
Goa,Bardez,2025-10,0,8
Goa,Bardez,2025-11,1,5
Goa,Bardez,2025-12,5,9
Goa,North Goa,2025-03,1883,2559
Goa,North Goa,2025-04,2536,2680
Goa,North Goa,2025-05,2049,2289
Goa,North Goa,2025-06,1345,2462
Goa,North Goa,2025-07,1356,2882
Goa,North Goa,2025-09,1176,1587
Goa,North Goa,2025-10,2159,1340
Goa,North Goa,2025-11,3041,1943
Goa,North Goa,2025-12,2775,1709
Goa,South Goa,2025-03,2154,2387
Goa,South Goa,2025-04,2257,1839
Goa,South Goa,2025-05,2202,2188
Goa,South Goa,2025-06,1368,2178
Goa,South Goa,2025-07,1207,1955
Goa,South Goa,2025-09,1045,1077
Goa,South Goa,2025-10,1381,787
Goa,South Goa,2025-11,2284,1146
Goa,South Goa,2025-12,2017,1112
Goa,Tiswadi,2025-09,0,1
Goa,Tiswadi,2025-11,0,1
Gujarat,Ahmadabad,2025-03,41,733
Gujarat,Ahmadabad,2025-04,96,1164
Gujarat,Ahmadabad,2025-05,191,2644
Gujarat,Ahmadabad,2025-06,114,1596
Gujarat,Ahmadabad,2025-07,67,1008
Gujarat,Ahmadabad,2025-09,148,2142
Gujarat,Ahmadabad,2025-10,42,640
Gujarat,Ahmadabad,2025-11,109,2097
Gujarat,Ahmadabad,2025-12,150,2700
Gujarat,Ahmedabad,2025-03,19111,29284
Gujarat,Ahmedabad,2025-04,18247,27634
Gujarat,Ahmedabad,2025-05,26986,37810
Gujarat,Ahmedabad,2025-06,22390,35067
Gujarat,Ahmedabad,2025-07,25468,40237
Gujarat,Ahmedabad,2025-09,13314,20099
Gujarat,Ahmedabad,2025-10,3998,6087
Gujarat,Ahmedabad,2025-11,14289,19637
Gujarat,Ahmedabad,2025-12,22088,23744
Gujarat,Amreli,2025-03,3463,3849
Gujarat,Amreli,2025-04,3506,3969
Gujarat,Amreli,2025-05,5434,4540
Gujarat,Amreli,2025-06,5653,5104
Gujarat,Amreli,2025-07,5930,5833
Gujarat,Amreli,2025-09,2578,3380
Gujarat,Amreli,2025-10,895,1086
Gujarat,Amreli,2025-11,2521,3191
Gujarat,Amreli,2025-12,3998,3584
Gujarat,Anand,2025-03,5698,8373
Gujarat,Anand,2025-04,6004,7883
Gujarat,Anand,2025-05,7432,9057
Gujarat,Anand,2025-06,7010,8279
Gujarat,Anand,2025-07,9646,11303
Gujarat,Anand,2025-09,4434,5540
Gujarat,Anand,2025-10,975,1529
Gujarat,Anand,2025-11,3416,4651
Gujarat,Anand,2025-12,6351,6114
Gujarat,Arvalli,2025-03,1595,1109
Gujarat,Arvalli,2025-04,2004,1235
Gujarat,Arvalli,2025-05,2360,1242
Gujarat,Arvalli,2025-06,3028,1320
Gujarat,Arvalli,2025-07,4162,2111
Gujarat,Arvalli,2025-09,1823,1038
Gujarat,Arvalli,2025-10,294,298
Gujarat,Arvalli,2025-11,1041,827
Gujarat,Arvalli,2025-12,2782,1400
Gujarat,Banas Kantha,2025-07,13,98
Gujarat,Banas Kantha,2025-09,12,87
Gujarat,Banas Kantha,2025-10,7,39
Gujarat,Banas Kantha,2025-11,11,107
Gujarat,Banas Kantha,2025-12,16,157
Gujarat,Banaskantha,2025-03,8364,10340
Gujarat,Banaskantha,2025-04,5649,7714
Gujarat,Banaskantha,2025-05,7142,8480
Gujarat,Banaskantha,2025-06,10585,9827
Gujarat,Banaskantha,2025-07,15007,13870
Gujarat,Banaskantha,2025-09,7546,8342
Gujarat,Banaskantha,2025-10,1808,2175
Gujarat,Banaskantha,2025-11,4912,6131
Gujarat,Banaskantha,2025-12,13002,10863
Gujarat,Bharuch,2025-03,4757,5176
Gujarat,Bharuch,2025-04,4252,5159
Gujarat,Bharuch,2025-05,5135,5066
Gujarat,Bharuch,2025-06,4619,4893
Gujarat,Bharuch,2025-07,5880,6216
Gujarat,Bharuch,2025-09,3425,3264
Gujarat,Bharuch,2025-10,1051,1057
Gujarat,Bharuch,2025-11,3452,3136
Gujarat,Bharuch,2025-12,5790,4050
Gujarat,Bhavnagar,2025-03,7812,10258
Gujarat,Bhavnagar,2025-04,7718,9386
Gujarat,Bhavnagar,2025-05,10156,10611
Gujarat,Bhavnagar,2025-06,9620,10417
Gujarat,Bhavnagar,2025-07,11751,13340
Gujarat,Bhavnagar,2025-09,5059,6457
Gujarat,Bhavnagar,2025-10,1374,2002
Gujarat,Bhavnagar,2025-11,5207,5658
Gujarat,Bhavnagar,2025-12,7087,7239
Gujarat,Botad,2025-03,1347,831
Gujarat,Botad,2025-04,909,636
Gujarat,Botad,2025-05,1370,752
Gujarat,Botad,2025-06,1598,889
Gujarat,Botad,2025-07,2184,1115
Gujarat,Botad,2025-09,814,536
Gujarat,Botad,2025-10,246,180
Gujarat,Botad,2025-11,725,443
Gujarat,Botad,2025-12,1163,518
Gujarat,Chhotaudepur,2025-03,1551,1799
Gujarat,Chhotaudepur,2025-04,2427,2256
Gujarat,Chhotaudepur,2025-05,3901,2781
Gujarat,Chhotaudepur,2025-06,2707,1873
Gujarat,Chhotaudepur,2025-07,3381,2290
Gujarat,Chhotaudepur,2025-09,1568,1495
Gujarat,Chhotaudepur,2025-10,401,386
Gujarat,Chhotaudepur,2025-11,1023,920
Gujarat,Chhotaudepur,2025-12,1644,1399
Gujarat,Dahod,2025-03,6531,7658
Gujarat,Dahod,2025-04,7920,8011
Gujarat,Dahod,2025-05,8377,6855
Gujarat,Dahod,2025-06,8612,6286
Gujarat,Dahod,2025-07,12063,8390
Gujarat,Dahod,2025-09,6174,5567
Gujarat,Dahod,2025-10,1134,1590
Gujarat,Dahod,2025-11,3717,4769
Gujarat,Dahod,2025-12,5708,6313
Gujarat,Devbhumi Dwarka,2025-03,1829,932
Gujarat,Devbhumi Dwarka,2025-04,2361,1003
Gujarat,Devbhumi Dwarka,2025-05,2476,1165
Gujarat,Devbhumi Dwarka,2025-06,2545,1141
Gujarat,Devbhumi Dwarka,2025-07,2541,1343
Gujarat,Devbhumi Dwarka,2025-09,1236,773
Gujarat,Devbhumi Dwarka,2025-10,324,203
Gujarat,Devbhumi Dwarka,2025-11,943,384
Gujarat,Devbhumi Dwarka,2025-12,3562,703
Gujarat,Dohad,2025-03,192,1688
Gujarat,Dohad,2025-04,367,1988
Gujarat,Dohad,2025-05,354,1586
Gujarat,Dohad,2025-06,320,1476
Gujarat,Dohad,2025-07,379,2093
Gujarat,Dohad,2025-09,225,1359
Gujarat,Dohad,2025-10,56,413
Gujarat,Dohad,2025-11,122,1293
Gujarat,Dohad,2025-12,153,1652
Gujarat,Gandhinagar,2025-03,4273,5905
Gujarat,Gandhinagar,2025-04,3978,5229
Gujarat,Gandhinagar,2025-05,5323,6353
Gujarat,Gandhinagar,2025-06,5724,6342
Gujarat,Gandhinagar,2025-07,6010,7241
Gujarat,Gandhinagar,2025-09,2555,3614
Gujarat,Gandhinagar,2025-10,565,897
Gujarat,Gandhinagar,2025-11,2068,2998
Gujarat,Gandhinagar,2025-12,3190,4299
Gujarat,Gir Somnath,2025-03,2574,1707
Gujarat,Gir Somnath,2025-04,2439,1721
Gujarat,Gir Somnath,2025-05,2737,1688
Gujarat,Gir Somnath,2025-06,2978,1744
Gujarat,Gir Somnath,2025-07,4119,2521
Gujarat,Gir Somnath,2025-09,1564,1065
Gujarat,Gir Somnath,2025-10,635,385
Gujarat,Gir Somnath,2025-11,1801,826
Gujarat,Gir Somnath,2025-12,5053,1209
Gujarat,Jamnagar,2025-03,4794,5215
Gujarat,Jamnagar,2025-04,3999,4706
Gujarat,Jamnagar,2025-05,7695,6573
Gujarat,Jamnagar,2025-06,6281,5681
Gujarat,Jamnagar,2025-07,5884,6033
Gujarat,Jamnagar,2025-09,2925,3416
Gujarat,Jamnagar,2025-10,1054,1182
Gujarat,Jamnagar,2025-11,2911,2948
Gujarat,Jamnagar,2025-12,5347,4458
Gujarat,Junagadh,2025-03,3500,8433
Gujarat,Junagadh,2025-04,3163,8036
Gujarat,Junagadh,2025-05,4568,9031
Gujarat,Junagadh,2025-06,4619,9540
Gujarat,Junagadh,2025-07,6139,12136
Gujarat,Junagadh,2025-09,2334,5974
Gujarat,Junagadh,2025-10,892,2000
Gujarat,Junagadh,2025-11,2566,5417
Gujarat,Junagadh,2025-12,6214,8110
Gujarat,Kachchh,2025-03,9380,6902
Gujarat,Kachchh,2025-04,9160,7044
Gujarat,Kachchh,2025-05,10768,8013
Gujarat,Kachchh,2025-06,10676,8032
Gujarat,Kachchh,2025-07,9795,10118
Gujarat,Kachchh,2025-09,3459,4035
Gujarat,Kachchh,2025-10,1557,1684
Gujarat,Kachchh,2025-11,4349,4369
Gujarat,Kachchh,2025-12,8226,6394
Gujarat,Kheda,2025-03,6929,10058
Gujarat,Kheda,2025-04,5900,7903
Gujarat,Kheda,2025-05,6775,7951
Gujarat,Kheda,2025-06,8100,9083
Gujarat,Kheda,2025-07,8445,11058
Gujarat,Kheda,2025-09,4071,6805
Gujarat,Kheda,2025-10,1034,2120
Gujarat,Kheda,2025-11,2839,5461
Gujarat,Kheda,2025-12,5642,6987
Gujarat,Mahesana,2025-03,5066,7773
Gujarat,Mahesana,2025-04,3672,5662
Gujarat,Mahesana,2025-05,5382,7238
Gujarat,Mahesana,2025-06,7017,7975
Gujarat,Mahesana,2025-07,9271,10661
Gujarat,Mahesana,2025-09,3641,5251
Gujarat,Mahesana,2025-10,898,1571
Gujarat,Mahesana,2025-11,2669,4504
Gujarat,Mahesana,2025-12,5338,6324
Gujarat,Mahisagar,2025-03,1999,1808
Gujarat,Mahisagar,2025-04,1745,1517
Gujarat,Mahisagar,2025-05,2174,1643
Gujarat,Mahisagar,2025-06,2534,1604
Gujarat,Mahisagar,2025-07,3581,2104
Gujarat,Mahisagar,2025-09,1539,1420
Gujarat,Mahisagar,2025-10,495,407
Gujarat,Mahisagar,2025-11,1315,903
Gujarat,Mahisagar,2025-12,2660,1504
Gujarat,Morbi,2025-03,2220,1289
Gujarat,Morbi,2025-04,2887,1336
Gujarat,Morbi,2025-05,3969,1670
Gujarat,Morbi,2025-06,3322,1539
Gujarat,Morbi,2025-07,3536,1730
Gujarat,Morbi,2025-09,1380,914
Gujarat,Morbi,2025-10,566,285
Gujarat,Morbi,2025-11,1502,744
Gujarat,Morbi,2025-12,2058,932
Gujarat,Narmada,2025-03,2020,4588
Gujarat,Narmada,2025-04,1836,3207
Gujarat,Narmada,2025-05,2301,3087
Gujarat,Narmada,2025-06,2418,2875
Gujarat,Narmada,2025-07,2836,3684
Gujarat,Narmada,2025-09,1259,2056
Gujarat,Narmada,2025-10,353,672
Gujarat,Narmada,2025-11,894,1413
Gujarat,Narmada,2025-12,1416,2283
Gujarat,Navsari,2025-03,2369,2679
Gujarat,Navsari,2025-04,2813,2655
Gujarat,Navsari,2025-05,2904,2740
Gujarat,Navsari,2025-06,2944,2731
Gujarat,Navsari,2025-07,4341,3427
Gujarat,Navsari,2025-09,2402,1871
Gujarat,Navsari,2025-10,934,768
Gujarat,Navsari,2025-11,2388,2275
Gujarat,Navsari,2025-12,3073,2238
Gujarat,Panch Mahals,2025-09,5,67
Gujarat,Panch Mahals,2025-10,2,40
Gujarat,Panch Mahals,2025-11,6,99
Gujarat,Panch Mahals,2025-12,9,99
Gujarat,Panchmahals,2025-03,3743,9258
Gujarat,Panchmahals,2025-04,3091,6898
Gujarat,Panchmahals,2025-05,4063,7124
Gujarat,Panchmahals,2025-06,4932,7327
Gujarat,Panchmahals,2025-07,7221,10909
Gujarat,Panchmahals,2025-09,4081,6951
Gujarat,Panchmahals,2025-10,1260,2338
Gujarat,Panchmahals,2025-11,3540,5466
Gujarat,Panchmahals,2025-12,7258,9308
Gujarat,Patan,2025-03,3086,4716
Gujarat,Patan,2025-04,3491,4618
Gujarat,Patan,2025-05,4496,4617
Gujarat,Patan,2025-06,5327,5133
Gujarat,Patan,2025-07,7874,7411
Gujarat,Patan,2025-09,2703,4094
Gujarat,Patan,2025-10,921,1043
Gujarat,Patan,2025-11,2201,3021
Gujarat,Patan,2025-12,5036,4161
Gujarat,Porbandar,2025-03,1770,2266
Gujarat,Porbandar,2025-04,1716,2165
Gujarat,Porbandar,2025-05,2491,2696
Gujarat,Porbandar,2025-06,2477,2575
Gujarat,Porbandar,2025-07,2587,2872
Gujarat,Porbandar,2025-09,958,1284
Gujarat,Porbandar,2025-10,328,494
Gujarat,Porbandar,2025-11,696,944
Gujarat,Porbandar,2025-12,1234,1432
Gujarat,Rajkot,2025-03,9086,10727
Gujarat,Rajkot,2025-04,8682,10776
Gujarat,Rajkot,2025-05,13186,13774
Gujarat,Rajkot,2025-06,13013,13217
Gujarat,Rajkot,2025-07,12900,14746
Gujarat,Rajkot,2025-09,5701,7224
Gujarat,Rajkot,2025-10,2355,2777
Gujarat,Rajkot,2025-11,6048,6646
Gujarat,Rajkot,2025-12,8551,9302
Gujarat,Sabar Kantha,2025-09,21,133
Gujarat,Sabar Kantha,2025-10,7,60
Gujarat,Sabar Kantha,2025-11,18,159
Gujarat,Sabar Kantha,2025-12,13,206
Gujarat,Sabarkantha,2025-03,4116,6512
Gujarat,Sabarkantha,2025-04,4778,5880
Gujarat,Sabarkantha,2025-05,5473,6221
Gujarat,Sabarkantha,2025-06,4923,6161
Gujarat,Sabarkantha,2025-07,7708,10032
Gujarat,Sabarkantha,2025-09,3471,5830
Gujarat,Sabarkantha,2025-10,772,1491
Gujarat,Sabarkantha,2025-11,1922,4114
Gujarat,Sabarkantha,2025-12,3937,7046
Gujarat,Surat,2025-03,15243,18852
Gujarat,Surat,2025-04,17298,20133
Gujarat,Surat,2025-05,20703,21712
Gujarat,Surat,2025-06,15387,17757
Gujarat,Surat,2025-07,19993,20692
Gujarat,Surat,2025-09,9976,11391
Gujarat,Surat,2025-10,5837,4929
Gujarat,Surat,2025-11,16936,13592
Gujarat,Surat,2025-12,17455,13713
Gujarat,Surendra Nagar,2025-03,7191,7521
Gujarat,Surendra Nagar,2025-04,5561,6110
Gujarat,Surendra Nagar,2025-05,6836,7004
Gujarat,Surendra Nagar,2025-06,6611,6782
Gujarat,Surendra Nagar,2025-07,7753,8870
Gujarat,Surendra Nagar,2025-09,3166,4752
Gujarat,Surendra Nagar,2025-10,1039,1431
Gujarat,Surendra Nagar,2025-11,2496,3515
Gujarat,Surendra Nagar,2025-12,4046,5027
Gujarat,Surendranagar,2025-09,12,150
Gujarat,Surendranagar,2025-10,11,32
Gujarat,Surendranagar,2025-11,13,110
Gujarat,Surendranagar,2025-12,10,189
Gujarat,Tapi,2025-03,1872,3805
Gujarat,Tapi,2025-04,2229,3622
Gujarat,Tapi,2025-05,2307,2764
Gujarat,Tapi,2025-06,1772,2413
Gujarat,Tapi,2025-07,1974,3661
Gujarat,Tapi,2025-09,1696,2157
Gujarat,Tapi,2025-10,494,721
Gujarat,Tapi,2025-11,1407,1645
Gujarat,Tapi,2025-12,2980,2506
Gujarat,The Dangs,2025-03,1614,2487
Gujarat,The Dangs,2025-04,2183,2392
Gujarat,The Dangs,2025-05,2509,2393
Gujarat,The Dangs,2025-06,1608,1590
Gujarat,The Dangs,2025-07,1950,2252
Gujarat,The Dangs,2025-09,1088,1627
Gujarat,The Dangs,2025-10,277,422
Gujarat,The Dangs,2025-11,554,883
Gujarat,The Dangs,2025-12,1004,1117
Gujarat,Vadodara,2025-03,7894,17180
Gujarat,Vadodara,2025-04,6897,14900
Gujarat,Vadodara,2025-05,9922,17396
Gujarat,Vadodara,2025-06,9852,17693
Gujarat,Vadodara,2025-07,11765,22924
Gujarat,Vadodara,2025-09,5858,10609
Gujarat,Vadodara,2025-10,2296,3505
Gujarat,Vadodara,2025-11,7260,10872
Gujarat,Vadodara,2025-12,10975,13619
Gujarat,Valsad,2025-03,4860,6790
Gujarat,Valsad,2025-04,4813,5971
Gujarat,Valsad,2025-05,5074,5660
Gujarat,Valsad,2025-06,4755,5328
Gujarat,Valsad,2025-07,6328,7063
Gujarat,Valsad,2025-09,4491,4024
Gujarat,Valsad,2025-10,1374,1455
Gujarat,Valsad,2025-11,3351,3690
Gujarat,Valsad,2025-12,4721,4276
Haryana,Akhera,2025-11,0,1
Haryana,Ambala,2025-03,2853,6773
Haryana,Ambala,2025-04,4249,6898
Haryana,Ambala,2025-05,2595,5584
Haryana,Ambala,2025-06,2526,4960
Haryana,Ambala,2025-07,5016,7173
Haryana,Ambala,2025-09,2342,3016
Haryana,Ambala,2025-10,1404,2294
Haryana,Ambala,2025-11,2554,4541
Haryana,Ambala,2025-12,3052,4926
Haryana,Bhiwani,2025-03,4091,8113
Haryana,Bhiwani,2025-04,4533,7663
Haryana,Bhiwani,2025-05,3560,6956
Haryana,Bhiwani,2025-06,3285,7720
Haryana,Bhiwani,2025-07,7435,9368
Haryana,Bhiwani,2025-09,3391,3780
Haryana,Bhiwani,2025-10,2455,3379
Haryana,Bhiwani,2025-11,3728,4634
Haryana,Bhiwani,2025-12,5387,6147
Haryana,Charkhi Dadri,2025-03,238,857
Haryana,Charkhi Dadri,2025-04,341,759
Haryana,Charkhi Dadri,2025-05,275,866
Haryana,Charkhi Dadri,2025-06,316,1034
Haryana,Charkhi Dadri,2025-07,516,1227
Haryana,Charkhi Dadri,2025-09,228,436
Haryana,Charkhi Dadri,2025-10,180,376
Haryana,Charkhi Dadri,2025-11,398,491
Haryana,Charkhi Dadri,2025-12,531,719
Haryana,Faridabad,2025-03,5798,8083
Haryana,Faridabad,2025-04,6769,8256
Haryana,Faridabad,2025-05,4394,6637
Haryana,Faridabad,2025-06,4416,6988
Haryana,Faridabad,2025-07,11039,9409
Haryana,Faridabad,2025-09,5389,4741
Haryana,Faridabad,2025-10,4333,3252
Haryana,Faridabad,2025-11,7965,5946
Haryana,Faridabad,2025-12,8873,6663
Haryana,Fatehabad,2025-03,3580,6150
Haryana,Fatehabad,2025-04,5328,5328
Haryana,Fatehabad,2025-05,2589,4161
Haryana,Fatehabad,2025-06,1940,4176
Haryana,Fatehabad,2025-07,4777,5465
Haryana,Fatehabad,2025-09,2659,2861
Haryana,Fatehabad,2025-10,2793,3037
Haryana,Fatehabad,2025-11,2830,3806
Haryana,Fatehabad,2025-12,3368,4946
Haryana,Gurgaon,2025-03,3789,4611
Haryana,Gurgaon,2025-04,4250,4638
Haryana,Gurgaon,2025-05,3638,4559
Haryana,Gurgaon,2025-06,3510,4623
Haryana,Gurgaon,2025-07,4109,5310
Haryana,Gurgaon,2025-09,3161,2586
Haryana,Gurgaon,2025-10,2611,2172
Haryana,Gurgaon,2025-11,4593,3333
Haryana,Gurgaon,2025-12,5584,3714
Haryana,Hisar,2025-03,4202,7560
Haryana,Hisar,2025-04,6989,8277
Haryana,Hisar,2025-05,5072,7266
Haryana,Hisar,2025-06,3731,7461
Haryana,Hisar,2025-07,11846,10498
Haryana,Hisar,2025-09,4283,4205
Haryana,Hisar,2025-10,4066,4466
Haryana,Hisar,2025-11,6598,6205
Haryana,Hisar,2025-12,6536,6606
Haryana,Jhajjar,2025-03,2471,3813
Haryana,Jhajjar,2025-04,2916,4149
Haryana,Jhajjar,2025-05,2083,3670
Haryana,Jhajjar,2025-06,2124,4007
Haryana,Jhajjar,2025-07,4909,5239
Haryana,Jhajjar,2025-09,2548,2228
Haryana,Jhajjar,2025-10,1613,2253
Haryana,Jhajjar,2025-11,2821,2856
Haryana,Jhajjar,2025-12,3432,3507
Haryana,Jind,2025-03,3562,7112
Haryana,Jind,2025-04,4833,7701
Haryana,Jind,2025-05,3306,6372
Haryana,Jind,2025-06,3215,6700
Haryana,Jind,2025-07,4904,7910
Haryana,Jind,2025-09,3757,4641
Haryana,Jind,2025-10,2424,3679
Haryana,Jind,2025-11,3417,5362
Haryana,Jind,2025-12,5459,6914
Haryana,Kaithal,2025-03,3091,6501
Haryana,Kaithal,2025-04,3915,6610
Haryana,Kaithal,2025-05,2881,5344
Haryana,Kaithal,2025-06,2487,5543
Haryana,Kaithal,2025-07,9100,7438
Haryana,Kaithal,2025-09,4231,3212
Haryana,Kaithal,2025-10,2083,2389
Haryana,Kaithal,2025-11,2843,3601
Haryana,Kaithal,2025-12,3771,4896
Haryana,Karnal,2025-03,3424,8201
Haryana,Karnal,2025-04,4570,9626
Haryana,Karnal,2025-05,3021,7129
Haryana,Karnal,2025-06,2516,6497
Haryana,Karnal,2025-07,4948,8595
Haryana,Karnal,2025-09,3568,5044
Haryana,Karnal,2025-10,2148,3339
Haryana,Karnal,2025-11,3732,6258
Haryana,Karnal,2025-12,4497,6906
Haryana,Kurukshetra,2025-03,2920,6507
Haryana,Kurukshetra,2025-04,3786,7221
Haryana,Kurukshetra,2025-05,2344,5548
Haryana,Kurukshetra,2025-06,1835,4571
Haryana,Kurukshetra,2025-07,3237,6680
Haryana,Kurukshetra,2025-09,2619,3630
Haryana,Kurukshetra,2025-10,1193,2558
